,nama_brand,nama_produk,nama_sub_produk,rating_produk,total_review,nama_produk_lengkap
0,HINT,Fatale Extrait de Parfum,,4.2,894,Fatale Extrait de Parfum
1,The Body Shop,White Musk Eau de Parfum,,4.3,604,White Musk Eau de Parfum
2,Saff & Co.,S.O.T.B Extrait de Parfum,,4.1,568,S.O.T.B Extrait de Parfum
3,HMNS Perfume,Orgasm,,4.0,515,Orgasm
4,Evangeline,Eau De Perfume Sakura Series,Black Sakura,4.1,442,Eau De Perfume Sakura Series Black Sakura
5,BVLGARI,Omnia Amethyste Perfume,Woody,4.5,331,Omnia Amethyste Perfume Woody
6,Victoria's Secret,Bombshell EDP,,4.6,295,Bombshell EDP
7,HMNS Perfume,Essence of Sun,,4.3,257,Essence of Sun
8,Yves Saint Laurent,Black Opium Eau de Parfum,,4.5,256,Black Opium Eau de Parfum
9,Chloe,Chloe Eau de Parfum,,4.6,251,Chloe Eau de Parfum
10,Kenzo,Flower,,4.1,230,Flower
11,ZARA,Gardenia EDP,,4.4,223,Gardenia EDP
12,Lancome,La Vie Est Belle EDP,,4.4,193,La Vie Est Belle EDP
13,BVLGARI,Rose Essentielle,Floral,4.5,193,Rose Essentielle Floral
14,Chanel,Coco Mademoiselle Eau de Parfum Spray,Orange Bergamot Vanilla White Musk,4.5,184,Coco Mademoiselle Eau de Parfum Spray Orange Bergamot Vanilla White Musk
15,Vitalis,Eau de Royale,Couture,4.3,171,Eau de Royale Couture
16,Pinkberry,Wildberry EDP,,4.5,168,Wildberry EDP
17,OLMORVA,Major Icon EDP,,4.3,163,Major Icon EDP
18,Saff & Co.,Loui Extrait de Parfum,,4.6,163,Loui Extrait de Parfum
19,Chanel,N* 5 Eau de Parfum Spray,,3.8,156,N* 5 Eau de Parfum Spray
20,HMNS Perfume,Ambar Janma,,4.2,155,Ambar Janma
21,OLMORVA,Sparkling Escape EDP,,5.0,153,Sparkling Escape EDP
22,Yves Saint Laurent,Libre Eau de Parfum,,4.8,151,Libre Eau de Parfum
23,OLMORVA,Duchess Charm EDP,,5.0,150,Duchess Charm EDP
24,OLMORVA,Weekend Daydream EDP,,4.2,149,Weekend Daydream EDP
25,Mine.,Ethereal,,4.7,147,Ethereal
26,Oriflame,Giordani Gold Essenza EDP,,4.7,144,Giordani Gold Essenza EDP
27,Sarah Jessica Parker,Lovely Eau de Parfum,,4.1,144,Lovely Eau de Parfum
28,Gucci,Bloom,Bloom,4.2,139,Bloom Bloom
29,Giorgio Armani,Si Eau de Parfum,,4.6,136,Si Eau de Parfum
30,Vitalis,Eau de Royale,Her Majesty,4.2,135,Eau de Royale Her Majesty
31,Fordive,Feeling Good,,4.1,134,Feeling Good
32,Victoria's Secret,Noir Tease EDP,,4.4,134,Noir Tease EDP
33,OLMORVA,Feels Like Romance EDP,,4.2,133,Feels Like Romance EDP
34,Evangeline,Eau De Perfume Batik Series,Dream,4.3,132,Eau De Perfume Batik Series Dream
35,Saff & Co.,Omnia Extrait de Parfum,,4.7,131,Omnia Extrait de Parfum
36,Alchemist Fragrance,Pink Laundry Eau de Parfum,,4.1,130,Pink Laundry Eau de Parfum
37,Oriflame,Love Potion EDP,Original,4.4,129,Love Potion EDP Original
38,Evangeline,Eau De Perfume Batik Series,Aura,4.3,125,Eau De Perfume Batik Series Aura
39,Mykonos,Aphrodite EDP,,4.0,121,Aphrodite EDP
40,Evangeline,Eau De Perfume Sakura Series,Red Sakura,4.4,119,Eau De Perfume Sakura Series Red Sakura
41,Jacquelle,Elegant Eau De Parfum - SPY X FAMILY Collection,,4.2,115,Elegant Eau De Parfum - SPY X FAMILY Collection
42,Marc Jacobs,Daisy Eau So Fresh,,4.4,110,Daisy Eau So Fresh
43,Pucelle,Eau De Luxe Parfum,The Stunner,4.5,108,Eau De Luxe Parfum The Stunner
44,The Body Shop,White Musk Libertine Eau de Parfum,,4.0,105,White Musk Libertine Eau de Parfum
45,Mykonos,Enchanted Extrait De Parfum,,4.3,105,Enchanted Extrait De Parfum
46,Salvatore Ferragamo,Signorina,,4.5,98,Signorina
47,Miniso,Perfume,Green Tea Classic,4.2,97,Perfume Green Tea Classic
48,Saff & Co.,Chno Extrait de Parfum,,4.3,96,Chno Extrait de Parfum
49,Alchemist Fragrance,Got My Mojo Back Eau de Parfum,,4.5,94,Got My Mojo Back Eau de Parfum
50,ZARA,Orchid EDP,,4.6,93,Orchid EDP
51,Evangeline,Selection Eau De Parfum,Black Vanilla,4.2,93,Selection Eau De Parfum Black Vanilla
52,Dior,Jadore - Eau de Perfume,Floral,4.5,92,Jadore - Eau de Perfume Floral
53,Saff & Co.,Ostara Extrait De Parfum,,4.4,91,Ostara Extrait De Parfum
54,Zwitsal,Eau De Zwitsal Parfume,,4.1,91,Eau De Zwitsal Parfume
55,Maison Francis Kurkdjian,Baccarat Rouge 540,,4.0,90,Baccarat Rouge 540
56,Saff & Co.,Troupe Extrait de Parfum,,4.6,89,Troupe Extrait de Parfum
57,Saff & Co.,Las Pozas Extrait De Parfum,,4.6,87,Las Pozas Extrait De Parfum
58,Evangeline,Eau de Perfume Musk Series,Black Musk,4.4,87,Eau de Perfume Musk Series Black Musk
59,Aigner,Starlight,,4.0,84,Starlight
60,The Body Shop,Red Musk Eau de Parfum,,4.1,84,Red Musk Eau de Parfum
61,Saff & Co.,Xocolatl Extrait de Parfum,,4.3,83,Xocolatl Extrait de Parfum
62,Scarlett,Eau De Parfum,Dreamy,4.0,83,Eau De Parfum Dreamy
63,Alchemist Fragrance,Powder Room Eau de Parfum,,4.1,83,Powder Room Eau de Parfum
64,Evangeline,Eau de Perfume Musk Series,White Musk,4.5,81,Eau de Perfume Musk Series White Musk
65,Mykonos,Vanilla Clouds Dreamer's Collection EDP,,4.0,81,Vanilla Clouds Dreamer's Collection EDP
66,Yves Saint Laurent,Mon Paris Eau de Parfum,,4.7,81,Mon Paris Eau de Parfum
67,Hermes,Twilly d’Hermes,,4.6,81,Twilly d’Hermes
68,HMNS Perfume,Alpha,,4.5,81,Alpha
69,Elie Saab,Le Parfum,,4.5,80,Le Parfum
70,Vitalis,Eau de Royale,Celebration,4.3,78,Eau de Royale Celebration
71,Juicy Couture,Viva La Juicy,,4.4,77,Viva La Juicy
72,Pucelle,Audacity Le Parfum,Glimmery,4.2,77,Audacity Le Parfum Glimmery
73,Mykonos,Matcha Latte Extrait De Parfum,,4.1,76,Matcha Latte Extrait De Parfum
74,Mykonos,Baby Love EDP,,4.5,76,Baby Love EDP
75,Salvatore Ferragamo,Signorina Misteriosa,Oriental,4.7,76,Signorina Misteriosa Oriental
76,Carl & Claire,Black Dahlia EDP,Reformulasi in November 2022,4.3,74,Black Dahlia EDP Reformulasi in November 2022
77,Evangeline,Eau De Perfume Sakura Series,Pink Sakura,4.3,73,Eau De Perfume Sakura Series Pink Sakura
78,Thierry Mugler,Alien,Jasmine,4.8,73,Alien Jasmine
79,Marina,Gold Bloom Eau de Parfum,,4.7,73,Gold Bloom Eau de Parfum
80,Evangeline,Eau De Perfume Sakura Series,White Sakura,4.2,71,Eau De Perfume Sakura Series White Sakura
81,DKNY,Be Delicious,Apple,4.0,71,Be Delicious Apple
82,Pucelle,Audacity Le Parfum,Valorous,4.4,71,Audacity Le Parfum Valorous
83,Thierry Mugler,EAU DE PARFUM SHOOTING STAR REFILLABLE SPRAY,,4.3,70,EAU DE PARFUM SHOOTING STAR REFILLABLE SPRAY
84,Oriflame,Volare Eau de Parfume,,4.1,70,Volare Eau de Parfume
85,Dior,Miss Dior Cherie,Floral,4.6,70,Miss Dior Cherie Floral
86,Narciso Rodriguez,for her Eau de Parfum,,4.6,69,for her Eau de Parfum
87,Aigner,Too Feminine,,4.3,69,Too Feminine
88,ZARA,Nuit,,4.3,68,Nuit
89,Estee Lauder,Pleasures,White Lily - Violet Leaves - Green Accents,4.3,68,Pleasures White Lily - Violet Leaves - Green Accents
90,Marina,Fresh Breeze Eau de Parfum,,4.6,67,Fresh Breeze Eau de Parfum
91,The Body Shop,Love etc..  Eau De Parfum,,4.1,66,Love etc..  Eau De Parfum
92,Katy Perry,Meow,,4.4,66,Meow
93,Versace,Bright Crystal,Fruity,4.3,66,Bright Crystal Fruity
94,HMNS Perfume,Farhampton,,4.2,65,Farhampton
95,Saff & Co.,Coco Extrait de Parfum,,4.4,65,Coco Extrait de Parfum
96,Marc Jacobs,Decadence Marc Jacobs for woman,Decadence Marc Jacobs for woman,4.38,65,Decadence Marc Jacobs for woman Decadence Marc Jacobs for woman
97,Miniso,Charming Jasmine Lady Parfume,Jasmine,4.4,64,Charming Jasmine Lady Parfume Jasmine
98,Oriflame,Amber Elixir Eau de Parfum,,4.5,64,Amber Elixir Eau de Parfum
99,Mykonos,Avra Kehdabra EDP,,4.6,63,Avra Kehdabra EDP
100,Onix,FWB,,4.5,63,FWB
101,Carolina Herrera,Good Girl,,4.6,63,Good Girl
102,HMNS Perfume,Unrosed,,4.2,63,Unrosed
103,BIES,Viva La Dolce EDP,,4.1,62,Viva La Dolce EDP
104,BVLGARI,Pour Femme,,4.3,61,Pour Femme
105,Aigner,Debut,,4.4,61,Debut
106,HINT,Noble EDP,,4.7,61,Noble EDP
107,Victoria's Secret,Angel Gold EDP,,4.6,61,Angel Gold EDP
108,Paris Hilton,Heiress,,4.3,60,Heiress
109,Evangeline,Selection Eau De Parfum,Raw Almond,3.9,60,Selection Eau De Parfum Raw Almond
110,CLINIQUE,Happy Parfume Spray,,4.0,59,Happy Parfume Spray
111,Layr Fragrance,Second Skin,,4.2,59,Second Skin
112,Carl & Claire,Delicate Embrace EDP,Reformulation in November 2022,4.1,59,Delicate Embrace EDP Reformulation in November 2022
113,Katy Perry,Purr,Fruity Floral,4.2,58,Purr Fruity Floral
114,Marina,Lovely Blush Eau de Parfum,,4.6,57,Lovely Blush Eau de Parfum
115,Miniso,Blooming Bouquet Eau de Parfum,,4.2,57,Blooming Bouquet Eau de Parfum
116,Pucelle,Audacity Le Parfum,Ascendant,4.3,56,Audacity Le Parfum Ascendant
117,J Lo by Jennifer Lopez,STILL,FLOWERY,4.6,56,STILL FLOWERY
118,Alchemist Fragrance,Galleria Eau de Parfum,,4.6,56,Galleria Eau de Parfum
119,Bonavie,Eau De Parfum,Creme Cenele,4.6,55,Eau De Parfum Creme Cenele
120,Kate Spade,Cherie EDP,,4.7,55,Cherie EDP
121,BVLGARI,Jasmin Noir,,4.3,55,Jasmin Noir
122,Alchemist Fragrance,Home Garden Eau de Parfum,,4.3,53,Home Garden Eau de Parfum
123,Britney Spears,Fantasy,Sweet fruity,4.3,52,Fantasy Sweet fruity
124,Aniverable,Extrait De Parfum,Iris,5.0,52,Extrait De Parfum Iris
125,BVLGARI,Aqva Marine,,4.3,51,Aqva Marine
126,Mine.,La Bohème,,4.3,51,La Bohème
127,Coach,Coach new york,EDP,4.1,51,Coach new york EDP
128,Bonavie,Eau De Parfum,Fleur du Jardin,4.3,51,Eau De Parfum Fleur du Jardin
129,ZARA,Nude Bouquet EDP,,4.8,50,Nude Bouquet EDP
130,Miniso,Crystal Diamond Perfume,,4.7,50,Crystal Diamond Perfume
131,Chanel,No 5 Chanel Paris Eau De Parfum,,4.3,50,No 5 Chanel Paris Eau De Parfum
132,Saff & Co.,Cascavel Extrait de Parfum,Reformulation in March 2023,4.3,50,Cascavel Extrait de Parfum Reformulation in March 2023
133,Chanel,Coco Mademoiselle Intense,Coco Mademoiselle Intense,4.7,49,Coco Mademoiselle Intense Coco Mademoiselle Intense
134,Oriflame,Possess Eau de Parfum,,4.7,49,Possess Eau de Parfum
135,Guess,guess guess for woman,floral fruity sweet citrus fresh,4.2,48,guess guess for woman floral fruity sweet citrus fresh
136,BVLGARI,Rose Goldea Eau de Parfum,,4.4,48,Rose Goldea Eau de Parfum
137,Carolina Herrera,212 sexy,sweet musky vanilla citrus soft spicy powdery,4.5,47,212 sexy sweet musky vanilla citrus soft spicy powdery
138,Burberry,London,,4.2,47,London
139,Mykonos,Coconut Dreams Dreamer's Collection EDP,,4.0,47,Coconut Dreams Dreamer's Collection EDP
140,Morris,Morris Tropical Romance 110ml,,4.7,47,Morris Tropical Romance 110ml
141,Lovillea,Eau De Parfum,Blooming Rose,4.4,47,Eau De Parfum Blooming Rose
142,Bonavie,Eau De Parfum,Marie Antoinette,4.3,46,Eau De Parfum Marie Antoinette
143,Evangeline,Eau De Perfume Batik Series,Elle,4.3,45,Eau De Perfume Batik Series Elle
144,Onix,Mexicola,,4.2,45,Mexicola
145,Juicy Couture,Viva La Juicy Gold,,4.4,45,Viva La Juicy Gold
146,Mine.,Beige 96,,4.2,44,Beige 96
147,Kitschy,Date Night,,4.2,44,Date Night
148,Saff & Co.,Minouet Extrait de Parfum,,4.8,44,Minouet Extrait de Parfum
149,Lovillea,Eau De Parfum,Enchanting Lily,4.5,44,Eau De Parfum Enchanting Lily
150,LA RIVE,In Woman,,4.2,44,In Woman
151,Lovillea,Eau De Parfum,Classy Freesia,4.1,43,Eau De Parfum Classy Freesia
152,Diptyque,L’Ombre dans l’Eau,,4.6,43,L’Ombre dans l’Eau
153,Saff & Co.,Saff Extrait de Parfum,,4.1,43,Saff Extrait de Parfum
154,Alchemist Fragrance,Out West Extrait De Parfum,,4.0,42,Out West Extrait De Parfum
155,Elizabeth Arden,5TH Avenue EDP,,4.6,41,5TH Avenue EDP
156,Mine.,Lucid Dreams,,4.0,40,Lucid Dreams
157,Burberry,Body EDP,,4.3,39,Body EDP
158,Scarlett,Eau De Parfum,Sweet Memories,4.5,39,Eau De Parfum Sweet Memories
159,Mykonos,Utopia Extrait De Parfum,,4.4,39,Utopia Extrait De Parfum
160,Lancome,Tresor Midnight Rose,Sweet Fruity-Floral,4.4,39,Tresor Midnight Rose Sweet Fruity-Floral
161,Mykonos,Satin Blanc Extrait De Parfum,,4.2,39,Satin Blanc Extrait De Parfum
162,Buttonscarves Beauty,Eau de Parfume,Colmar,4.3,38,Eau de Parfume Colmar
163,Carl & Claire,Spring Sonata EDP,Reformulation in November 2022,4.4,38,Spring Sonata EDP Reformulation in November 2022
164,Pinkberry,EDP Dream Parfume,,3.8,38,EDP Dream Parfume
165,Mine.,Floraison,,4.3,37,Floraison
166,Mykonos,Moroccan Vanilla EDP,,4.3,37,Moroccan Vanilla EDP
167,Evangeline,Eau De Perfume Hijab Series,Rania,4.5,37,Eau De Perfume Hijab Series Rania
168,Lancome,La Nuit Tresor,,4.28,36,La Nuit Tresor
169,Jeanne Arthes,Boum,vanille,4.53,36,Boum vanille
170,Kitschy,Feels Forever Vacation,,4.1,36,Feels Forever Vacation
171,Elie Saab,Le Parfume Intense,,4.4,36,Le Parfume Intense
172,Evangeline,Eau De Perfume Batik Series,Evolve,4.5,36,Eau De Perfume Batik Series Evolve
173,BYREDO,Blanche EDP,,4.37,35,Blanche EDP
174,Mykonos,Verve EDP,,4.5,35,Verve EDP
175,Oriflame,Miss Giordani Eau de Parfume,Floral,4.6,35,Miss Giordani Eau de Parfume Floral
176,Lancome,Miracle for Women Eau de Parfume,Women,4.7,35,Miracle for Women Eau de Parfume Women
177,Alt Perfumery,Moroccan Sunset EDP,,4.3,34,Moroccan Sunset EDP
178,Carl & Claire,Morning Glory EDP,Reformulation in November 2022,4.8,34,Morning Glory EDP Reformulation in November 2022
179,Mine.,Narcotique,,4.1,34,Narcotique
180,The Body Shop,Swietenia Eau De Parfume,,4.5,34,Swietenia Eau De Parfume
181,Taylor Swift,Wonderstruck,,4.0,34,Wonderstruck
182,BVLGARI,Mon Jasmine Noir,,4.2,34,Mon Jasmine Noir
183,Alchemist Fragrance,Onirique Extrait de Parfum,,4.7,34,Onirique Extrait de Parfum
184,Viktor and Rolf,Flowerbomb by Viktor and Rolf,,4.5,33,Flowerbomb by Viktor and Rolf
185,Miniso,Pink Perfume,Melbourne Pink Lake Perfume,4.3,33,Pink Perfume Melbourne Pink Lake Perfume
186,Evangeline,Eau De Perfume Sakura Series,Blue Sakura,4.4,33,Eau De Perfume Sakura Series Blue Sakura
187,Coach,Floral Eau de Parfum,,4.3,33,Floral Eau de Parfum
188,Chloe,Chloé Love Story,,4.1,33,Chloé Love Story
189,Burberry,Weekend for Women,,4.2,33,Weekend for Women
190,Morris,Morris Tropical Edition Nature EDP,,3.9,33,Morris Tropical Edition Nature EDP
191,Carl & Claire,Take My Hand EDP,Reformulation in November 2022,4.3,33,Take My Hand EDP Reformulation in November 2022
192,HMNS Perfume,The Perfection,,4.2,33,The Perfection
193,Mykonos,Milk Drops Extrait De Parfum,,3.8,33,Milk Drops Extrait De Parfum
194,Gucci,Eau de parfume,Flora,4.1,32,Eau de parfume Flora
195,Evangeline,Eau De Perfume Batik Series,Bright,4.0,32,Eau De Perfume Batik Series Bright
196,Mykonos,Blossom EDP,,4.7,31,Blossom EDP
197,Chanel,Gabrielle Eau de Parfum,,4.1,31,Gabrielle Eau de Parfum
198,Miniso,Green Tea Classic,,4.6,31,Green Tea Classic
199,Saff & Co.,ILIAD Extrait de Parfum,,4.6,31,ILIAD Extrait de Parfum
200,Mykonos,Pink Beach EDP,,4.2,31,Pink Beach EDP
201,Mykonos,Dolce Cherry Extrait De Parfum,,4.0,31,Dolce Cherry Extrait De Parfum
202,Buttonscarves Beauty,Eau de Parfume,Bilbao,4.3,31,Eau de Parfume Bilbao
203,HMNS Perfume,ORGSM,Darker Shades Of Orgasm,4.3,31,ORGSM Darker Shades Of Orgasm
204,Evangeline,Premium Eau De Parfum,Baby Powder,3.9,31,Premium Eau De Parfum Baby Powder
205,Layr Fragrance,Forbidden Garden,,4.2,30,Forbidden Garden
206,Pinkberry,Twinkle EDP,,4.2,30,Twinkle EDP
207,Evangeline,Selection Eau De Parfum,Coconut Fantasy,4.2,30,Selection Eau De Parfum Coconut Fantasy
208,Mykonos,Stilettos EDP,,3.8,30,Stilettos EDP
209,Kitschy,Feels Eau de Parfume,Golden Hour,4.5,30,Feels Eau de Parfume Golden Hour
210,Mykonos,Ivory EDP,,4.1,30,Ivory EDP
211,HINT,Cotton EDP,,4.8,30,Cotton EDP
212,BIES,Blossom Meadow EDP,,4.3,30,Blossom Meadow EDP
213,Gucci,Gucci bamboo,Bamboo,4.5,30,Gucci bamboo Bamboo
214,Carl & Claire,Song of the Youth EDP,Reformulation in November 2022,4.8,29,Song of the Youth EDP Reformulation in November 2022
215,Scarlett,Eau De Parfum,Euphoria,4.8,29,Eau De Parfum Euphoria
216,Mykonos,Caramel Fudge Cookie EDP,,3.9,29,Caramel Fudge Cookie EDP
217,Mykonos,Sansa EDP,,4.1,29,Sansa EDP
218,Scarlett,Velvet Rouge Extrait De Parfum,,4.8,29,Velvet Rouge Extrait De Parfum
219,Dolce & Gabbana,The Only One Eau de Parfum,,4.6,29,The Only One Eau de Parfum
220,Paris Hilton,Sheer,Fruity floral,3.7,29,Sheer Fruity floral
221,Morris,morris eau de parfum,princess,4.1,29,morris eau de parfum princess
222,Dolce & Gabbana,L’Impératrice Eau de Toilette,,4.6,29,L’Impératrice Eau de Toilette
223,Teratu Beauty,Early Morning Eau De Parfum,,4.5,29,Early Morning Eau De Parfum
224,Yves Saint Laurent,Parisienne,blackberry damask rose and sandalwood,4.5,29,Parisienne blackberry damask rose and sandalwood
225,Mykonos,Bonfire Vanilla Extrait De Parfum,,4.1,29,Bonfire Vanilla Extrait De Parfum
226,Onix,Senoparty,,4.0,29,Senoparty
227,HMNS Perfume,Scent of a Woman,,3.7,28,Scent of a Woman
228,Carl & Claire,A Love Like This EDP,Reformulasi in November 2022,4.2,28,A Love Like This EDP Reformulasi in November 2022
229,Dior,Miss Dior Eau de Parfum,,4.7,28,Miss Dior Eau de Parfum
230,Carl & Claire,Lavish EDP,,4.2,28,Lavish EDP
231,Salvatore Ferragamo,Signorina Eleganza,,4.1,28,Signorina Eleganza
232,LA RIVE,Touch of Woman,,4.3,28,Touch of Woman
233,Dior,Sauvage Eau de Parfum,,4.6,28,Sauvage Eau de Parfum
234,HINT,Noble Extrait De Parfum,,4.8,28,Noble Extrait De Parfum
235,Carolina Herrera,212 VIP ROSE,"Champagne rosÃ©, Fleur de PÃªcher, Queen Wood, white musk, enveloping amber.",4.5,28,"212 VIP ROSE Champagne rosÃ©, Fleur de PÃªcher, Queen Wood, white musk, enveloping amber."
236,Yves Saint Laurent,Libre Eau de Parfum Intense,,4.5,28,Libre Eau de Parfum Intense
237,Lancome,Idole  Le Parfum,,4.2,28,Idole  Le Parfum
238,ZARA,Lightly Bloom,Eau De Parfume,4.5,27,Lightly Bloom Eau De Parfume
239,Tous,Gold Tous,,4.7,27,Gold Tous
240,Pinkberry,Wild Blush EDP,,3.9,27,Wild Blush EDP
241,Project 1945,Princess of Java EDP,,4.4,27,Princess of Java EDP
242,Avicenna,Sincere,,4.7,27,Sincere
243,HMNS Perfume,Y? Series,XX,4.3,27,Y? Series XX
244,HINT,Resurrect EDP,,4.2,27,Resurrect EDP
245,The Body Tale,Portrait of Kyoto,,4.6,27,Portrait of Kyoto
246,Marc Jacobs,Honey EDP,,4.0,26,Honey EDP
